question,original_label,bloom_level
Analyze the roles of web container or servlet container in a web server in the context of request response model.,Analysis,Analyze
Briefly describe FOUR principles in selecting and purchasing breeding stock.,Comprehension,Understand
Name all the characters in the story.,Knowledge,Remember
List and explain the FIVE (5) institutional structures that can promote and sustained economic growth.,Comprehension,Understand
Explain the consideration of pricing objectives in marketing mix.,Comprehension,Understand
Examine cross-docking warehouse layout.,Analysis,Analyze
"Base on the case study given, summarize THREE (3) ISM security problems.",Comprehension,Understand
Explain FOUR (4) factors in the Globalization of Financial Markets.,Comprehension,Understand
Illustrate TWO (2) Implications for International Advertisers,Comprehension,Understand
Explain the physical meaning of transconductance.,Comprehension,Understand
Evaluate the benefits and drawbacks of artificial drainage.,Evaluation,Evaluate
Defend your use of a specific strategy in solving the problem.,Evaluation,Evaluate
Compare the place where the story happened with where you live.,Analysis,Analyze
"In the renovation of a new car showroom, the client wishes to attract the attention of pedestrians who passes by their building. Propose the type of external envelop for this building and explain the reasons. Sketch the proposed external envelop.",Synthesis,Create
Briefly explain how tillage will influence the density of soil.,Comprehension,Understand
Differentiate between data and information using examples.,Analysis,Analyze
Rewrite the story from an animal’s point of view.,Synthesis,Create
"Define and discuss the Sharpe, Treynor, and Jensen measures of portfolio performance evaluation by identifying the situations in which each measure is the most appropriate measure.",Application,Apply
Briefly describe the advantages of MOET in cattle breeding.,Comprehension,Understand
Describe the principles of a coupled enzyme assay.,Comprehension,Understand
Use a sketch too find the exact value of each expression,Application,Apply
Differentiate between the following terms along with appropriate examples,Analysis,Analyze
Explain all the elements of multimedia with examples.,Comprehension,Understand
IBS components can be divided into five broad categories. Briefly describe with examples all FIVE (5) categories.,Comprehension,Understand
"Implement working codes for presentation, business and data layers.",Application,Apply
Determine the Fermi level (in eV) of the doped semiconductor and draw the energy band diagram.,Application,Apply
Name the four different types of interactions involved in building the tertiary structure of proteins and give one denaturing agent for each.,Comprehension,Understand
Define and explain the THREE (3) steps of bringing a new security issue in primary market.,Comprehension,Understand
Oxidation is one of the most important thermal processes. Briefly discuss the characteristics of dry oxidation.,Comprehension,Understand
Illustrate Blake and Mouton's Managerial Grid leadership styles using a diagram. Explain each of the management style identified.,Comprehension,Understand
Name the authors of...?,Knowledge,Remember
Choose a character. Rewrite a scene from the story from this character's point of view.,Synthesis,Create
Define transgenic crops.,Knowledge,Remember
Use a judge and jury to discuss the statement 'Children enjoy Anthony Browne's books because of the illustrations'.,Evaluation,Evaluate
Define factors of production.,Knowledge,Remember
Briefly discuss how TQM could be applied in the management of the newspapers' editorials.,Application,Apply
Use a switch statement to rewrite the following if statement.,Application,Apply
Glass is known to have good qualities and properties related to thermal and sound insulations. Discuss the application of glass in the construction of green building.,Comprehension,Understand
"Evaluate the nature and effect of significant ""entry barriers"" on the formulation of a strategic plan for a business which is already established in the industry.",Evaluation,Evaluate
Analyze the causes of infant mortality during and after production.,Analysis,Analyze
Plan a research paper on a given historical topic,Synthesis,Create
Suggest FOUR (4) strategies that improve individuals' psychological well-being from the physiological psychology perspectives. Elaborate your answers with examples.,Synthesis,Create
Explain and justify a new budget.,Evaluation,Evaluate
Categorize the basic concepts of multimedia with an example for each.,Comprehension,Understand
Translate the following passage from The Iliad into English.,Comprehension,Understand
Design an ideal newspaper organisational chart. Then describe the functions of the respective departments and how they relate to each other � horizontally and vertically.,Synthesis,Create
Identify a phrase as a simile,Knowledge,Remember
Identify the key points in the text,Comprehension,Understand
Draw an expiry profit diagram for the GCB bank’s position.,Comprehension,Understand
Describe the economic growth and FOUR (4) sources of economic growth.,Knowledge,Remember
