question,original_label,bloom_level
State TWO types of enzyme specificities that do not agree with lock and key model. Explain your answer.,Comprehension,Understand
recall the supply voltage constraints,Knowledge,Remember
Explain on multimedia delivering on World Wide Web.,Comprehension,Understand
Can you apply the method used to some experience of your own . . .?,Application,Apply
"State TWO examples for inorganic and organic contaminants, respectively.",Knowledge,Remember
Explain types of price discriminations.,Comprehension,Understand
Discuss in detail the criteria used to assess the success or failure of a newly released transgenic crop with improved tolerance to stress.,Analysis,Analyze
Develop and execute a program for this exercise,Synthesis,Create
List any THREE (3) pairs of system functions that should be separated in the centralized computer services organization and describe a risk exposure if the functions are not separated.,Comprehension,Understand
Name one character. Rewrite the story from this character's point of view.,Synthesis,Create
Briefly discuss how TQM could be applied m the management of the newspapers' editorials.,Application,Apply
Summarize the basic tenets of deconstructionism.,Comprehension,Understand
Analyze the selected information.,Analysis,Analyze
Briefly explain the mechanism of RNA interference.,Comprehension,Understand
Compare two of the characters in this book.,Analysis,Analyze
"As an educator, evaluate FIVE (5) advantages and FIVE (5) disadvantages of using technology in education.",Evaluation,Evaluate
"Advise the five steps, as recommended by Porter and Millar, that can be applied by business managers in taking advantage of information technology.",Synthesis,Create
State the TWO biological isoprene building blocks and the enzyme involved in synthesising the precursor.,Comprehension,Understand
Define soil horizon and relate it with soil profile.,Comprehension,Understand
Describe what hydraulic engineering is in your own words showing concrete examples.,Comprehension,Understand
Describe Prisoner Dilemma in the context of game theory.,Knowledge,Remember
"Inspect each of these Boolean expressions, and determine whether each one is a sum of products, or a product of sums",Analysis,Analyze
Suggest a way to deal with this scenario,Application,Apply
Discuss the importance of Philip Crosby's suggestion on “do it right the first time” by manufacturing company.,Comprehension,Understand
Examine differences between the means of each individual switching factor.,Analysis,Analyze
You are appointed to identify building defects for a new building. Briefly identify SIX (6) common construction problems you would expect for modern buildings.,Comprehension,Understand
"Discuss the role of an infomediary in the online distribution system and evaluate the benefits of this type of distribution system to the consumer, infomediary and advertiser.",Evaluation,Evaluate
Advise Smith on any FIVE (5) types of information which should be included in the website.,Synthesis,Create
Decide whether you learned enough about electricity from this book.,Evaluation,Evaluate
Propose an admixture to increase the workability of concrete in the fresh state without reducing the engineering performance of the hardened concrete.,Synthesis,Create
"improved, reformed or rejected?",Evaluation,Evaluate
Explain creative brief.,Comprehension,Understand
Use a costing model to compute prices on goods to maximise profits and minimise costs.,Application,Apply
"""Investment strategies used by the investors of futures and forward markets help to maintain market efficiency"". Based on the above statement, differentiate THREE (3) main investment strategies used by futures and forward markets' investors.",Analysis,Analyze
"Discuss the level of trust consumers place in digital media, and how that trust helps or hinders e-marketers.",Comprehension,Understand
Provide some justifications for the data warehouse architecture that you have chosen in Q2 (a).,Evaluation,Evaluate
"“As additional units of a variable input are added to a fixed input, the marginal product of the variable input may at the beginning rises, subsequently falls and becomes negative in the short-run"". Explain this statement by using appropriate diagrams.",Comprehension,Understand
Demonstrate how your unit’s specific student learning outcomes are linked to the mission of UAM.,Application,Apply
"Using transmission-gates, design and sketch an 8-to-1 multiplexer.",Synthesis,Create
Define the term project in the context of project management.,Knowledge,Remember
Explain on Brand Piracy.,Comprehension,Understand
Discover FOUR (4) characteristic of IT infrastructure to be considered.,Synthesis,Create
How would the U.S.A. be different if the South had won the Civil War?,Synthesis,Create
Distinguish Paradox of the Commons from Tragedy of the Commons.,Analysis,Analyze
Define Classical approach and Human Relations approach.,Knowledge,Remember
Describe the THREE (3) causes of concrete blister.,Comprehension,Understand
